fid,SAMNumber,Name,Period,SiteType,Report,lon,lat
"2121",CD257     ,Foel Goch Round Cairn                                                                                                                                 ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1239,"-3.92464960928611","52.5178756880856"
"2122",ME178     ,Unenclosed Hut Circle Settlement at Bryn Derw                                                                                                         ,Prehistoric,Hut Circle Settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1529,"-4.0523355028186","52.9648309190804"
"2123",CD258     ,Carn Wen Round Cairn                                                                                                                                  ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1240,"-3.93243240360933","52.516769362379"
"2124",CD259,Round Barrow & Standing Stone 700m W of Plas Gogerddan,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1241,"-4.02185919943468","52.4322874411936"
"2125",PE532     ,Banc Du Neolithic Enclosure                                                                                                                           ,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1242,"-4.82297542857126","51.940800753152"
"2126",ME179     ,Hut Circle at Gellfawr                                                                                                                                ,Prehistoric,Unenclosed hut circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1530,"-4.04655538845726","52.7310417370169"
"2127",GM601     ,Limpert Bay Anti-invasion Defences                                                                                                                    ,Post Medieval/Modern,Anti Invasion Defence Site,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1243,"-3.4249490564367","51.3882008128011"
"2128",MM341     ,Royal Naval Propellant Factory Guided Weapons Scheme Static Firing Bay                                                                                ,Post Medieval/Modern,Royal Naval Depot,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1244,"-2.75549836085698","51.6253470415132"
"2129",CD260     ,Pentre-Cwrt Pillbox                                                                                                                                   ,Post Medieval/Modern,Pillbox,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1245,"-4.35265630883178","52.0286516426736"
"2130",MM346     ,Coed y Caerau Auxiliary Unit Operational Base                                                                                                         ,Post Medieval/Modern,Auxiliary Unit Site,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1246,"-2.89809125889128","51.6206208153044"
"2131",BR387     ,Nant-y-Gro Dam                                                                                                                                        ,Post Medieval/Modern,Dam,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1247,"-3.58095953697033","52.2588863314145"
"2132",GM602     ,Oxwich Bay Coast Defence / Chain Home Low Radar Station                                                                                               ,Post Medieval/Modern,Radar Station,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1248,"-4.15183965228474","51.5436101794796"
"2133",CD162     ,Onnen-Deg Defended Settlement                                                                                                                         ,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1531,"-4.57864577128111","52.0609404409255"
"2134",ME181     ,Hut Circles East of Moel Geifr                                                                                                                        ,Prehistoric,Hut Circle Settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1532,"-4.01699549792557","52.9014986205925"
"2135",FL210     ,Ministry of Supply Valley Site                                                                                                                        ,Post Medieval/Modern,Ordnance factory,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1249,"-3.18908888508639","53.185523287648"
"2136",CD261     ,Pen-y-Gaer Defended Enclosure                                                                                                                         ,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1250,"-4.08311834715161","52.2047794729507"
"2137",CD262     ,Pen Clawdd-Mawr Defended Enclosure                                                                                                                    ,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1251,"-4.11485676450128","52.1775094758513"
"2138",ME182     ,Hut Circle Settlement at Bwlch Tyddiad                                                                                                                ,Prehistoric,Hut Circle Settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1533,"-4.00427120009048","52.8552640721458"
"2139",CD263     ,Llandygwydd Defended Enclosure                                                                                                                        ,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1252,"-4.56023187922094","52.0600330206514"
"2140",CD264     ,Pantdaniel Defended Enclosure                                                                                                                         ,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1253,"-4.49195793735115","52.0993027158455"
"2141",CD265     ,Troed y Rhiw Sion Defended Enclosure                                                                                                                  ,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1254,"-4.49429076807842","52.0568414877486"
"2142",CD271,Defended Enclosure 130m ENE of Capel Ciliau Aeron,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1255,"-4.19721896194332","52.2044294538528"
"2143",CD272,Defended Enclosure 350m E of Bank Green Grove,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1256,"-4.17289685380601","52.186592905718"
"2144",CD268     ,Gareg-lwyd Defended Enclosure                                                                                                                         ,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1257,"-3.90670881853231","52.3102312014774"
"2145",CD269     ,Gilfach y Dwn Fawr Defended Enclosure                                                                                                                 ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1258,"-3.85711018041433","52.2665910442039"
"2146",CD270,Defended Enclosure 500m N of Pen y Castell,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1259,"-4.14529983865483","52.2972183988402"
"2147",CD273,Gaer Fach Defended Enclosure,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1260,"-4.14765517012384","52.1419918158805"
"2148",BR090     ,Standing Stone NE of Capel Rhos                                                                                                                       ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1741,"-3.5394619085033","52.190802635129"
"2149",CD274     ,Craig y Gwbert Defended Enclosure                                                                                                                     ,Prehistoric,Promontory Fort- coastal,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1261,"-4.69110969818907","52.1195840319973"
"2150",CD275,Ynys Lochtyn Defended Enclosure,Prehistoric,Promontory Fort- coastal,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1262,"-4.46629280896587","52.1707753531609"
"2151",PE533     ,Trevallen Downs Tank Range                                                                                                                            ,Post Medieval/Modern,Firing Range,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1263,"-4.93413753353768","51.6014388301527"
"2152",PE534     ,Linney Tobruk Shelters                                                                                                                                ,Post Medieval/Modern,Anti Invasion Defence Site,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1264,"-5.05078106847624","51.6351340376589"
"2153",PE540     ,Bay View Farm Defended Enclosure                                                                                                                      ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1265,"-5.12192353248839","51.8659942622129"
"2154",PE536     ,Little Castle Point Defended Enclosure                                                                                                                ,Prehistoric,Promontory Fort - coastal,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1266,"-5.18721676227899","51.6904219240173"
"2155",PE537     ,Castle Head Defended Enclosure                                                                                                                        ,Prehistoric,Promontory Fort - coastal,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1267,"-5.19236485134478","51.7559324576538"
"2156",PE538     ,Howelston Defended Enclosure                                                                                                                          ,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1268,"-5.11346746206144","51.7655013817593"
"2157",PE539,Dinas Fach Defended Enclosure,Prehistoric,Promontory Fort - coastal,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1269,"-5.1591828055995","51.8621150231773"
"2158",PE541     ,Castle Pill                                                                                                                                           ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1270,"-5.01451603129461","51.7177778234517"
"2159",GM604     ,Treguff RAF Airfield Decoy Control Centre                                                                                                             ,Post Medieval/Modern,Decoy,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1271,"-3.39546073136005","51.4288734307516"
"2160",GM605     ,Royal Ordnance Factory Bridgend Dual-storey Pillbox                                                                                                   ,Post Medieval/Modern,Pillbox,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1272,"-3.56654905475305","51.5027754845092"
"2161",RD270     ,Llananno Royal Observer Corps Monitoring Post                                                                                                         ,Post Medieval/Modern,Observation Post,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1273,"-3.32757300647232","52.3609632735795"
"2162",PE543     ,Dinas Island Castell                                                                                                                                  ,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1274,"-4.89702447353107","52.024465949469"
"2163",PE544,Carn Briw Round Cairn,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1275,"-4.83268063816379","51.9979808943146"
"2164",GM612     ,Mynydd y Garth Cairn                                                                                                                                  ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1276,"-3.87011902461205","51.7528943699194"
"2165",RD266     ,Elan Valley Pillboxes                                                                                                                                 ,Post Medieval/Modern,Pillbox,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1277,"-3.59655541849224","52.2645077049636"
"2166",BR094     ,Banc Ystrad-wen cairn cemetery                                                                                                                        ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1742,"-3.49167236129101","52.2425688163085"
"2167",PE542     ,Carreg Golchfa Defended Enclosure                                                                                                                     ,Prehistoric,Promontory Fort - coastal,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1278,"-5.08425647129986","51.9747297580675"
"2168",BR399     ,Coed Chwefri Vickers Machine Gun Emplacement                                                                                                          ,Post Medieval/Modern,Pillbox,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1279,"-3.41814195026109","52.1502895418344"
"2169",DE307     ,Round Cairn 500m SE of Moel Seisiog,Prehistoric,Kerb Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1280,"-3.69784808623764","53.0971795740999"
"2170",MG334     ,Y Gribin Round Cairn                                                                                                                                  ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1281,"-3.42965999197415","52.8279120973008"
"2171",BR401     ,Cefn Merthyr Cynog Cairn                                                                                                                              ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1282,"-3.49977897903343","52.0392238599078"
"2172",CM376,Defended Enclosure 350m S of Clungwyn,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1283,"-4.31002907292707","51.8871703423048"
"2173",BR403     ,"Gilfach, Round Cairn 500m WSW of                                                                                                                      ",Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1284,"-3.6107230915886","51.9579182553933"
"2174",PE545     ,Skomar Defended Enclosure                                                                                                                             ,Prehistoric,Promontory Fort - coastal,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1285,"-4.76913504724882","51.6443738951279"
"2175",PE546,Defended Enclosure 800m NNE of Upton Farm,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1286,"-4.8653604611432","51.7135953149938"
"2176",PE547,Scotsborough House Ruins,Medieval,Country House,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1287,"-4.72453744064206","51.6769473171866"
"2177",CM377,Defended Enclosure 500m NNE of Blaen-maenog,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1288,"-4.38620520135067","51.9950523333091"
"2178",CD276,Defended Enclosure 250m NE of Pont Henllan,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1289,"-4.3953513281352","52.0358905816298"
"2179",GM614     ,Cwm Nash Defended Enclosure                                                                                                                           ,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1290,"-3.57108315626008","51.4218664228726"
"2180",GM613,Castle Ringwork 850m ENE of Ty'n-y-Coed,Medieval,Ringwork,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1291,"-3.33901233289971","51.4514898748529"
"2181",CM375     ,Pont Henllan Pillbox                                                                                                                                  ,Post Medieval/Modern,Pillbox,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1292,"-4.39841862797873","52.0342909632833"
"2182",BR405     ,Defended Enclosure 350m NNW of Ty-Uchaf,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1293,"-3.12620419665591","51.8309634682494"
"2183",CM381,Defended Enclosure 300m W of Pen y Gar,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1294,"-4.33666896559113","51.9244432346415"
"2184",MM350     ,Five Lanes Roman Site,Roman,Villa,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1295,"-2.79885311843774","51.617253779098"
"2185",MM352,Royal Naval Propellant Factory Caerwent Nitro-glycerine Hill,Post Medieval/Modern,Nitrating House,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1311,"-2.74896141690575","51.6229632733065"
"2186",PE552     ,Castell y Garn Defended Enclosure                                                                                                                     ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1313,"-4.80432444652019","52.0487713480487"
"2187",GM618     ,Queen Alexandra Dock Harbour Defence Gun Emplacement                                                                                                  ,Post Medieval/Modern,Gun House,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1314,"-3.15640822096767","51.45202699879"
"2188",CM384,Y Gaer Defended Enclosure,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1315,"-4.24092122300161","51.6907707304779"
"2189",BR409     ,Mynydd y Garn Lluest East                                                                                                                             ,Post Medieval/Modern,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1316,"-3.50801793467153","51.8117720360414"
"2190",BR410     ,Mynydd y Garn Enclosure                                                                                                                               ,Post Medieval/Modern,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1317,"-3.5058531924186","51.8096078861112"
"2191",PE554,West Angle Bay Early Medieval Settlement,Early Medieval,Cemetery,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1318,"-5.10908811843042","51.6848628015519"
"2192",BR406     ,Nant Tawe Fechan Burnt Mound                                                                                                                          ,Prehistoric,Burnt Mound,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1319,"-3.68626613575249","51.8583018236914"
"2193",BR407     ,Ton Teg Hut Settlement                                                                                                                                ,Prehistoric,House Platform,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1320,"-3.49867773840934","51.8379130251889"
"2194",BR408     ,Mynydd y Garn Lluest West                                                                                                                             ,Post Medieval/Modern,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1321,"-3.51009443549863","51.808280137611"
"2195",BR411     ,Cefn Esgair-carnau Burnt Mound                                                                                                                        ,Prehistoric,Burnt Mound,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1322,"-3.48507170338451","51.8182384595303"
"2196",BR412     ,Afon Hepste Settlement Enclosure                                                                                                                      ,Post Medieval/Modern,Enclosure - Domestic,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1323,"-3.48673173326318","51.8164124385285"
"2197",GM622,Cave 40m SE of Deborah's Hole,Prehistoric,Cave,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1326,"-4.26006352518432","51.5536742824197"
"2198",MM355,St Arvan's Church Cross-slab,Early Medieval,Cross-marked stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1327,"-2.7004250184061","51.6653407919292"
"2199",BR414,Cwm Cadlan Settlement and Field System,Prehistoric,Hut Circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1328,"-3.4825085600485","51.7889338047669"
"2200",BR413,Pant-y-Gadair Hut Circle Settlement,Prehistoric,Hut Circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1329,"-3.47297593692625","51.8049693366984"
"2201",MM303     ,Three Wells Round Cairn                                                                                                                               ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1330,"-2.99642993491569","51.9080196159559"
"2202",GM621,St Cennydd's Church Cross-shaft,Early Medieval,Cross shaft,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1331,"-4.27001554292122","51.599607382266"
"2203",CN409,Former Royal Artillery Coast Artillery School,Post Medieval/Modern,Training Camp,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1332,"-3.87599302431741","53.3347687157856"
"2204",MM298,Ford Farm Roman Villa,Roman,Villa,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1334,"-2.88993887639494","51.6015023675104"
"2205",BR093     ,Caer Beris                                                                                                                                            ,Medieval,Motte,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1743,"-3.41940050745832","52.1460798039982"
"2206",MM103     ,Chepstow Park Wood Moated Site                                                                                                                        ,Post Medieval,Moated Site,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2366,"-2.73876685231066","51.678199896251"
"2207",MM302     ,Garreg Las Round Cairns                                                                                                                               ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1335,"-3.00763989446098","51.9242447037156"
"2208",DE284     ,Nant Heilyn Stone Setting                                                                                                                             ,Prehistoric,Stone Setting,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1336,"-3.60863806955306","53.0852503465211"
"2209",BR095     ,Carn-y-Geifr                                                                                                                                          ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1744,"-3.50784371902652","52.2324770104729"
"2210",BR096     ,Pen-llys Earthwork                                                                                                                                    ,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1745,"-3.46741912528563","52.2151961239043"
"2211",DE282     ,Moel Fodiar Tumuli                                                                                                                                    ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1337,"-3.53118242649145","53.1993403972805"
"2212",DE283     ,Hafotty Wen Ring Cairn                                                                                                                                ,Prehistoric,Ring Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1338,"-3.52967729324999","53.0706078961821"
"2213",CN336     ,Burnt Mound East of Pen-y-Gaer                                                                                                                        ,Prehistoric,Burnt Mound,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1339,"-4.34638290974095","52.9847301388641"
"2214",DE285     ,Round Barrow WSW of Corby,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1341,"-3.72713041743798","53.262215504856"
"2215",GM555,"Llantrithyd Place: remains of house, relict gardens and wells",Post Medieval/Modern,House (domestic),http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1342,"-3.37705885326979","51.4446385587866"
"2216",MM234,Caerleon Legionary Fortress: School Fields,Roman,Legionary Fortress,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=3306,"-2.95807079847284","51.6100839371384"
"2217",MG306     ,Cedig Cairn                                                                                                                                           ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1343,"-3.48556633044449","52.8015025866669"
"2218",MG340,"Ty Ucha Farmstead, Cwm Llech, Llangynog, Powys",Medieval,House (domestic),http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1345,"-3.44322426503541","52.8137006896859"
"2219",BR423,Cefn Moel Round Houses,Bronze Age,Hut Circle Settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1346,"-3.22876554816204","51.8997117005264"
"2220",BR427,"Pen-y-gaer Roman Vicus, Cwmdu",Roman,Vicus,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1350,"-3.20964509367782","51.8887846003822"
"2221",BR418,"Bipartite enclosure 1km SSE of Pen Allt-Mawr, Cwm Banw",Prehistoric,Enclosure - Agricultural,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1352,"-3.14496675515918","51.9044066592831"
"2222",BR419,"Standing Stone, Llanwrthwl Churchyard",Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1353,"-3.50224483039223","52.2620742386485"
"2223",BR420,Ffynnon Mary Burnt Mound 300m SE of Carn Wen,Prehistoric,Burnt Mound,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1354,"-3.49156107698543","52.2304530452587"
"2224",BR421,Recumbent Standing Stone 100m E of Crugian Bach Stone Circle,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1355,"-3.56508637077688","52.2496729459543"
"2225",BR422,Crugian Bach Enclosure,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1356,"-3.56767599142674","52.249465679533"
"2226",CN106,Hut Group and Field System South East of Farm Yard,Prehistoric,Enclosed hut circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=3177,"-4.37933580121902","52.9844604983619"
"2227",MG272     ,Gelli Gethin Round Cairn                                                                                                                              ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1358,"-3.41634184841957","52.6425669034975"
"2228",MG270     ,Llechwedd Du Round Cairn                                                                                                                              ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1359,"-3.53038032119899","52.7340920315518"
"2229",MG271,Carnedd Das Eithin Round Cairn,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1360,"-3.40862131668171","52.8040533996239"
"2230",MG274     ,Cil Haul Barrow                                                                                                                                       ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1361,"-3.38440532823868","52.7825980079445"
"2231",MG273     ,Cae'r Lloi Round Barrow                                                                                                                               ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1362,"-3.55081664100085","52.7012920845416"
"2232",MG277     ,Craig y Llyn Mawr Round Cairn                                                                                                                         ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1363,"-3.47742114796989","52.5722247500076"
"2233",MG280     ,Bryn Cwmyrhiwdre Round Barrow                                                                                                                         ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1364,"-3.35524305801314","52.4456265114428"
"2234",MG279     ,Blaen y Cwm Ring Cairn                                                                                                                                ,Prehistoric,Ring Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1365,"-3.50380902827707","52.5764548962589"
"2235",MG282     ,Y Ffridd Round Barrow                                                                                                                                 ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1366,"-3.6640770234015","52.5141422779455"
"2236",MG281     ,Coed y Dinas Round Barrow                                                                                                                             ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1367,"-3.14902576455813","52.6458362297828"
"2237",MG296     ,Bryn yr Aran Stone Setting                                                                                                                            ,Prehistoric,Stone Setting,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1368,"-3.57205022651424","52.5481285456354"
"2238",CD204     ,Ffos Gau Ring Cairn                                                                                                                                   ,Prehistoric,Ring Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1369,"-3.70697861253324","52.3770563885317"
"2239",CD202     ,Nant y Gafod Deserted Rural Settlement                                                                                                                ,Post Medieval/Modern,Farmstead,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1370,"-3.70160005007246","52.3743772826972"
"2240",CD203     ,Hafod yr Abad Deserted Rural Settlement                                                                                                               ,Medieval,Grange,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1371,"-3.69647256842772","52.3695875389158"
"2241",RD193     ,Fuallt Standing Stone                                                                                                                                 ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1372,"-3.43469308843251","52.4047515102336"
"2242",ME009,Cefn-Caer Roman Site,Roman,Fort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2455,"-3.91262224383995","52.5836787732308"
"2243",MG298     ,Bryn Hafod Standing Stone                                                                                                                             ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1373,"-3.44473469038414","52.4039681232988"
"2244",DE279     ,Maes Mochnant Isaf Round Barrow                                                                                                                       ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1374,"-3.28054600686809","52.8143456373965"
"2245",MG300     ,Pen Cerrig Standing Stone                                                                                                                             ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1375,"-3.48025579856921","52.8386554135209"
"2246",BR097     ,Cefn Ty-Mawr                                                                                                                                          ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1746,"-3.486436840088","52.2084616613624"
"2247",BR101     ,Tri Chrugiau Round Barrows                                                                                                                            ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1747,"-3.55970467991544","52.0816187781391"
"2248",MG301     ,Nant y Gangen Ddu Round Cairns                                                                                                                        ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1376,"-3.37277551511029","52.830416672929"
